Product_name,Review,Rating,Cleaned_Review
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)  (4 GB RAM)","Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",5,camera good battery good fingure unlock sensor good fast thick due large battery phone slim phone lover phone good price also good good job samsung
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)  (4 GB RAM)",Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,5,overall good value money everything perfect except taking 3 half hour take full battery charge painful samsung work
"SAMSUNG Galaxy F12 (Sky Blue, 128 GB)  (4 GB RAM)","Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",4,personally feel design phone nice impressive camera quality good price pointperformance also good range battery life good doesnt support fast charging didnt feel good display isnt good cheap display disappoint overall buy want good display dont buy
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)",Best Samsung phone in this price range.Good battery back up.Decent Display.Fast fingerprint sensor.Rear camera quality is good.front camera is not up to the mark.90 Hz refresh rate is good.Good user interface.updated to one ui 3.1.there are some pre installed apps which can only be disabled.sound quality is low comparing with other smartphones in same price segment.using in low screen bightness noticed screen flickering.There is no screen protector or case in the box.Takes 160 minutes for ful...,4,best samsung phone price rangegood battery back updecent displayfast fingerprint sensorrear camera quality goodfront camera mark90 hz refresh rate goodgood user interfaceupdated one ui 31there pre installed apps disabledsound quality low comparing smartphones price segmentusing low screen bightness noticed screen flickeringthere screen protector case boxtakes 160 minute ful
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Amazing smartphone. Camera , battery back up , display  , are awesome 👌. It has a little bit heating problem but not at all .Amazing smartphone for students becoz I'm using as a student .😊😊.It is heavy also , this is a bad point for this smartphone. But all good . ND I'm satisfied .Delivery was also good 👍. Thanks flipkart. 😊",4,amazing smartphone camera battery back display awesome little bit heating problem amazing smartphone student becoz im using student heavy also bad point smartphone good nd im satisfied delivery also good thanks flipkart
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)",This smartphone is very good in camera and battery And value for money from Samsung with clean and smooth Ui and good battery life also,5,smartphone good camera battery value money samsung clean smooth ui good battery life also
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)",First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful Samsung phones are always best in performance and this one is also affordable and awesome phone,4,first would like thank flipkart fastest delivery yah delivery guy cooperative helpful samsung phone always best performance one also affordable awesome phone
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.Little heavy and thick than others but best in this price range. Rear and front cameras are superb. Not has SAmoled display and you can't expect it in this price.6000 mah battery is just wow. Power packed phone.But the Charger is of 9V and there is mentioned that it is of 15V.It did justice with its price. Value for money and trust of Samsung.If you are willing for it, Go ahead 👍",4,nice phone rely samsung chinese company like mi redmi poco realme vivo oppo etclittle heavy thick others best price range rear front camera superb samoled display cant expect price6000 mah battery wow power packed phonebut charger 9v mentioned 15vit justice price value money trust samsungif willing go ahead
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Pros:-Battery backup is simply awesome. I got 8+ hours SOTPerformance is way better than Xiaomi and realme at this range. Bloatware free and no junk apps. Previously i was a Motorola User so i miss Moto tweaks, thats all. This gap is fulfilled by Samsung one UI. lots and lots of customisation.Samsung brand is trust. Phone is Durable and service centre are very helpfulThis is myth exynos are not good. Trust me, in real life in doesnt matter until and unless you do heavy gaming at very high...",5,prosbattery backup simply awesome got 8 hour sotperformance way better xiaomi realme range bloatware free junk apps previously motorola user miss moto tweak thats gap fulfilled samsung one ui lot lot customisationsamsung brand trust phone durable service centre helpfulthis myth exynos good trust real life doesnt matter unless heavy gaming high
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.",5,best mobile price range battery backup highlight better go mobile budget category best brand absolutely perfect mobile
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",5,camera good battery good fingure unlock sensor good fast thick due large battery phone slim phone lover phone good price also good good job samsung
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)",Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,5,overall good value money everything perfect except taking 3 half hour take full battery charge painful samsung work
"SAMSUNG Galaxy F12 (Celestial Black, 64 GB)  (4 GB RAM)","Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",4,personally feel design phone nice impressive camera quality good price pointperformance also good range battery life good doesnt support fast charging didnt feel good display isnt good cheap display disappoint overall buy want good display dont buy
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)",Best Samsung phone in this price range.Good battery back up.Decent Display.Fast fingerprint sensor.Rear camera quality is good.front camera is not up to the mark.90 Hz refresh rate is good.Good user interface.updated to one ui 3.1.there are some pre installed apps which can only be disabled.sound quality is low comparing with other smartphones in same price segment.using in low screen bightness noticed screen flickering.There is no screen protector or case in the box.Takes 160 minutes for ful...,4,best samsung phone price rangegood battery back updecent displayfast fingerprint sensorrear camera quality goodfront camera mark90 hz refresh rate goodgood user interfaceupdated one ui 31there pre installed apps disabledsound quality low comparing smartphones price segmentusing low screen bightness noticed screen flickeringthere screen protector case boxtakes 160 minute ful
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Amazing smartphone. Camera , battery back up , display  , are awesome 👌. It has a little bit heating problem but not at all .Amazing smartphone for students becoz I'm using as a student .😊😊.It is heavy also , this is a bad point for this smartphone. But all good . ND I'm satisfied .Delivery was also good 👍. Thanks flipkart. 😊",4,amazing smartphone camera battery back display awesome little bit heating problem amazing smartphone student becoz im using student heavy also bad point smartphone good nd im satisfied delivery also good thanks flipkart
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)",This smartphone is very good in camera and battery And value for money from Samsung with clean and smooth Ui and good battery life also,5,smartphone good camera battery value money samsung clean smooth ui good battery life also
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)",First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful Samsung phones are always best in performance and this one is also affordable and awesome phone,4,first would like thank flipkart fastest delivery yah delivery guy cooperative helpful samsung phone always best performance one also affordable awesome phone
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.Little heavy and thick than others but best in this price range. Rear and front cameras are superb. Not has SAmoled display and you can't expect it in this price.6000 mah battery is just wow. Power packed phone.But the Charger is of 9V and there is mentioned that it is of 15V.It did justice with its price. Value for money and trust of Samsung.If you are willing for it, Go ahead 👍",4,nice phone rely samsung chinese company like mi redmi poco realme vivo oppo etclittle heavy thick others best price range rear front camera superb samoled display cant expect price6000 mah battery wow power packed phonebut charger 9v mentioned 15vit justice price value money trust samsungif willing go ahead
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Pros:-Battery backup is simply awesome. I got 8+ hours SOTPerformance is way better than Xiaomi and realme at this range. Bloatware free and no junk apps. Previously i was a Motorola User so i miss Moto tweaks, thats all. This gap is fulfilled by Samsung one UI. lots and lots of customisation.Samsung brand is trust. Phone is Durable and service centre are very helpfulThis is myth exynos are not good. Trust me, in real life in doesnt matter until and unless you do heavy gaming at very high...",5,prosbattery backup simply awesome got 8 hour sotperformance way better xiaomi realme range bloatware free junk apps previously motorola user miss moto tweak thats gap fulfilled samsung one ui lot lot customisationsamsung brand trust phone durable service centre helpfulthis myth exynos good trust real life doesnt matter unless heavy gaming high
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.",5,best mobile price range battery backup highlight better go mobile budget category best brand absolutely perfect mobile
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",5,camera good battery good fingure unlock sensor good fast thick due large battery phone slim phone lover phone good price also good good job samsung
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)",Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,5,overall good value money everything perfect except taking 3 half hour take full battery charge painful samsung work
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)  (4 GB RAM)","Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",4,personally feel design phone nice impressive camera quality good price pointperformance also good range battery life good doesnt support fast charging didnt feel good display isnt good cheap display disappoint overall buy want good display dont buy
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","Nice battery backup, good camera and also a good display. For daily use phone is smooth and perfect.",4,nice battery backup good camera also good display daily use phone smooth perfect
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)",I got the product at my door step in 16 hours after ordering so thank you flipkart for this excellent delivery. I have used it for 3 days and now writing my review:Pro:1. Battery is brilliant and perfect for people who spent lot of time on multimedia2. Display 90hrz is very smooth and good looking. Didn't feel the absence of Full HD actually better than full HD IPS displays.3. Samsung One UI 4. Look & feel. Very comfortable to hold. Background Matt finish no fingerprint5. Primary camera...,4,got product door step 16 hour ordering thank flipkart excellent delivery used 3 day writing reviewpro1 battery brilliant perfect people spent lot time multimedia2 display 90hrz smooth good looking didnt feel absence full hd actually better full hd ip displays3 samsung one ui 4 look feel comfortable hold background matt finish fingerprint5 primary camera
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","Good product in this price segment....looks like a premium smartphone.... performance is up to the mark ..... according to me , this device is perfect for the students who are doing the online classes.....don't expect high from camera or performance....",4,good product price segmentlooks like premium smartphone performance mark according device perfect student online classesdont expect high camera performance
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","Best mobile in this price range.. best batry bacup camra quality is also good, no lag, much better quality, littile bit less in feathures if compared to readme series.. bt overall mindblowing mobile...i m much satisfied..",5,best mobile price range best batry bacup camra quality also good lag much better quality littile bit less feathures compared readme series bt overall mindblowing mobilei much satisfied
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","This mobile gives me all things which i was found at this price. Camera, battery , Display and Many which gives me sacrifice at its price. So i really happy that samsung lover can afford in this price and gets best feature.",5,mobile give thing found price camera battery display many give sacrifice price really happy samsung lover afford price get best feature
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","●Camera - 4/5■ In this price range Camera is good.●Screen -  4.5/5■samsung as balanced phone pixels smartly by reducing horizonal screen lenght , So that the difference between full hd + and hd+ feels minimum...Battery - 5/5 . 6000 mah battery with adative battery usage .●Processor - 4/5■mediatek helio 680 will not dissapoint you if you are not a gamer.●Design and look - 5/5■look is premium and phone is slim and sleek .Flipkart has delivered this phone within 24 hr which is unimagin...",5,●camera 45■ price range camera good●screen 455■samsung balanced phone pixel smartly reducing horizonal screen lenght difference full hd hd feel minimumbattery 55 6000 mah battery adative battery usage ●processor 45■mediatek helio 680 dissapoint gamer●design look 55■look premium phone slim sleek flipkart delivered phone within 24 hr unimagin
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","This mobile is a beast.... wonderful mobile for daily use. Smooth and clear display. Camera is awesome,out door photography is really great,   but the low light and indoor selfie should improve more, 90hz display is super and smooth. Speaker sound should improve more, the only lack in this mobile is it dosent have NFC and Back case not provided.. battery is awesome will last for 2 days.performance also great but not for  heavy gaming.",5,mobile beast wonderful mobile daily use smooth clear display camera awesomeout door photography really great low light indoor selfie improve 90hz display super smooth speaker sound improve lack mobile dosent nfc back case provided battery awesome last 2 daysperformance also great heavy gaming
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","A petty good phone. According to my review this phone is excellent for normal usage. Here are some points as follows:- 1. Display is good you can't say it the best but it's good supporting HD photos and videos upto 720p60 and 1080p50 respectively.2. Battery backup isn't that much as compared to it's capacity but it will last for two days for normal usage otherwise for heavy usage it will drain off in 15 hours. 3. Now talking about the front and back camera, it's very good, not excellent, b...",5,petty good phone according review phone excellent normal usage point follows 1 display good cant say best good supporting hd photo video upto 720p60 1080p50 respectively2 battery backup isnt much compared capacity last two day normal usage otherwise heavy usage drain 15 hour 3 talking front back camera good excellent b
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","I bought 4gb/64gb variant and that is superbly good.1)Display will not disappoint you at all , Samoled with 90hz feels very smooth compared to that 120hz redmi note 10 pro.If you are a normal user then you will not find any difference between FHD+ and HD+ display ,so for me that is not a con.2) Battery life is amazing .3) Performance,I will say that for normal usage at 90hz it feels smooth but if u want gaming then plss look our for other devices.4)Camera was superbly good too considering...",5,bought 4gb64gb variant superbly good1display disappoint samoled 90hz feel smooth compared 120hz redmi note 10 proif normal user find difference fhd hd display con2 battery life amazing 3 performancei say normal usage 90hz feel smooth u want gaming plss look devices4camera superbly good considering
"SAMSUNG Galaxy F22 (Denim Blue, 64 GB)  (4 GB RAM)","Display is amazing, although it has HD+ sAmoled  u cant find any issue in day to day life Performance is not as much good .but if u r not a havy user then it is okayThe most loving thing about this mobile is its OS. ONEUI core 3.1 .. u can feel the smothness better than realme and redmi .. and its keyboad also impressed meWhen talk about camera ..i cant say very good but decent ..",4,display amazing although hd samoled u cant find issue day day life performance much good u r havy user okaythe loving thing mobile o oneui core 31 u feel smothness better realme redmi keyboad also impressed mewhen talk camera cant say good decent
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","Nice battery backup, good camera and also a good display. For daily use phone is smooth and perfect.",4,nice battery backup good camera also good display daily use phone smooth perfect
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)",I got the product at my door step in 16 hours after ordering so thank you flipkart for this excellent delivery. I have used it for 3 days and now writing my review:Pro:1. Battery is brilliant and perfect for people who spent lot of time on multimedia2. Display 90hrz is very smooth and good looking. Didn't feel the absence of Full HD actually better than full HD IPS displays.3. Samsung One UI 4. Look & feel. Very comfortable to hold. Background Matt finish no fingerprint5. Primary camera...,4,got product door step 16 hour ordering thank flipkart excellent delivery used 3 day writing reviewpro1 battery brilliant perfect people spent lot time multimedia2 display 90hrz smooth good looking didnt feel absence full hd actually better full hd ip displays3 samsung one ui 4 look feel comfortable hold background matt finish fingerprint5 primary camera
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","Good product in this price segment....looks like a premium smartphone.... performance is up to the mark ..... according to me , this device is perfect for the students who are doing the online classes.....don't expect high from camera or performance....",4,good product price segmentlooks like premium smartphone performance mark according device perfect student online classesdont expect high camera performance
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","Best mobile in this price range.. best batry bacup camra quality is also good, no lag, much better quality, littile bit less in feathures if compared to readme series.. bt overall mindblowing mobile...i m much satisfied..",5,best mobile price range best batry bacup camra quality also good lag much better quality littile bit less feathures compared readme series bt overall mindblowing mobilei much satisfied
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","This mobile gives me all things which i was found at this price. Camera, battery , Display and Many which gives me sacrifice at its price. So i really happy that samsung lover can afford in this price and gets best feature.",5,mobile give thing found price camera battery display many give sacrifice price really happy samsung lover afford price get best feature
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","●Camera - 4/5■ In this price range Camera is good.●Screen -  4.5/5■samsung as balanced phone pixels smartly by reducing horizonal screen lenght , So that the difference between full hd + and hd+ feels minimum...Battery - 5/5 . 6000 mah battery with adative battery usage .●Processor - 4/5■mediatek helio 680 will not dissapoint you if you are not a gamer.●Design and look - 5/5■look is premium and phone is slim and sleek .Flipkart has delivered this phone within 24 hr which is unimagin...",5,●camera 45■ price range camera good●screen 455■samsung balanced phone pixel smartly reducing horizonal screen lenght difference full hd hd feel minimumbattery 55 6000 mah battery adative battery usage ●processor 45■mediatek helio 680 dissapoint gamer●design look 55■look premium phone slim sleek flipkart delivered phone within 24 hr unimagin
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","This mobile is a beast.... wonderful mobile for daily use. Smooth and clear display. Camera is awesome,out door photography is really great,   but the low light and indoor selfie should improve more, 90hz display is super and smooth. Speaker sound should improve more, the only lack in this mobile is it dosent have NFC and Back case not provided.. battery is awesome will last for 2 days.performance also great but not for  heavy gaming.",5,mobile beast wonderful mobile daily use smooth clear display camera awesomeout door photography really great low light indoor selfie improve 90hz display super smooth speaker sound improve lack mobile dosent nfc back case provided battery awesome last 2 daysperformance also great heavy gaming
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","A petty good phone. According to my review this phone is excellent for normal usage. Here are some points as follows:- 1. Display is good you can't say it the best but it's good supporting HD photos and videos upto 720p60 and 1080p50 respectively.2. Battery backup isn't that much as compared to it's capacity but it will last for two days for normal usage otherwise for heavy usage it will drain off in 15 hours. 3. Now talking about the front and back camera, it's very good, not excellent, b...",5,petty good phone according review phone excellent normal usage point follows 1 display good cant say best good supporting hd photo video upto 720p60 1080p50 respectively2 battery backup isnt much compared capacity last two day normal usage otherwise heavy usage drain 15 hour 3 talking front back camera good excellent b
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","I bought 4gb/64gb variant and that is superbly good.1)Display will not disappoint you at all , Samoled with 90hz feels very smooth compared to that 120hz redmi note 10 pro.If you are a normal user then you will not find any difference between FHD+ and HD+ display ,so for me that is not a con.2) Battery life is amazing .3) Performance,I will say that for normal usage at 90hz it feels smooth but if u want gaming then plss look our for other devices.4)Camera was superbly good too considering...",5,bought 4gb64gb variant superbly good1display disappoint samoled 90hz feel smooth compared 120hz redmi note 10 proif normal user find difference fhd hd display con2 battery life amazing 3 performancei say normal usage 90hz feel smooth u want gaming plss look devices4camera superbly good considering
"SAMSUNG Galaxy F22 (Denim Black, 64 GB)  (4 GB RAM)","Display is amazing, although it has HD+ sAmoled  u cant find any issue in day to day life Performance is not as much good .but if u r not a havy user then it is okayThe most loving thing about this mobile is its OS. ONEUI core 3.1 .. u can feel the smothness better than realme and redmi .. and its keyboad also impressed meWhen talk about camera ..i cant say very good but decent ..",4,display amazing although hd samoled u cant find issue day day life performance much good u r havy user okaythe loving thing mobile o oneui core 31 u feel smothness better realme redmi keyboad also impressed mewhen talk camera cant say good decent
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)",Best Samsung phone in this price range.Good battery back up.Decent Display.Fast fingerprint sensor.Rear camera quality is good.front camera is not up to the mark.90 Hz refresh rate is good.Good user interface.updated to one ui 3.1.there are some pre installed apps which can only be disabled.sound quality is low comparing with other smartphones in same price segment.using in low screen bightness noticed screen flickering.There is no screen protector or case in the box.Takes 160 minutes for ful...,4,best samsung phone price rangegood battery back updecent displayfast fingerprint sensorrear camera quality goodfront camera mark90 hz refresh rate goodgood user interfaceupdated one ui 31there pre installed apps disabledsound quality low comparing smartphones price segmentusing low screen bightness noticed screen flickeringthere screen protector case boxtakes 160 minute ful
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Amazing smartphone. Camera , battery back up , display  , are awesome 👌. It has a little bit heating problem but not at all .Amazing smartphone for students becoz I'm using as a student .😊😊.It is heavy also , this is a bad point for this smartphone. But all good . ND I'm satisfied .Delivery was also good 👍. Thanks flipkart. 😊",4,amazing smartphone camera battery back display awesome little bit heating problem amazing smartphone student becoz im using student heavy also bad point smartphone good nd im satisfied delivery also good thanks flipkart
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)",This smartphone is very good in camera and battery And value for money from Samsung with clean and smooth Ui and good battery life also,5,smartphone good camera battery value money samsung clean smooth ui good battery life also
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)",First I would like to thank you Flipkart for fastest delivery and yah the delivery guy is so cooperative and helpful Samsung phones are always best in performance and this one is also affordable and awesome phone,4,first would like thank flipkart fastest delivery yah delivery guy cooperative helpful samsung phone always best performance one also affordable awesome phone
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Nice phone. We can rely on Samsung than any Chinese company like MI, Redmi, Poco, Realme, Vivo, Oppo etc.Little heavy and thick than others but best in this price range. Rear and front cameras are superb. Not has SAmoled display and you can't expect it in this price.6000 mah battery is just wow. Power packed phone.But the Charger is of 9V and there is mentioned that it is of 15V.It did justice with its price. Value for money and trust of Samsung.If you are willing for it, Go ahead 👍",4,nice phone rely samsung chinese company like mi redmi poco realme vivo oppo etclittle heavy thick others best price range rear front camera superb samoled display cant expect price6000 mah battery wow power packed phonebut charger 9v mentioned 15vit justice price value money trust samsungif willing go ahead
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Pros:-Battery backup is simply awesome. I got 8+ hours SOTPerformance is way better than Xiaomi and realme at this range. Bloatware free and no junk apps. Previously i was a Motorola User so i miss Moto tweaks, thats all. This gap is fulfilled by Samsung one UI. lots and lots of customisation.Samsung brand is trust. Phone is Durable and service centre are very helpfulThis is myth exynos are not good. Trust me, in real life in doesnt matter until and unless you do heavy gaming at very high...",5,prosbattery backup simply awesome got 8 hour sotperformance way better xiaomi realme range bloatware free junk apps previously motorola user miss moto tweak thats gap fulfilled samsung one ui lot lot customisationsamsung brand trust phone durable service centre helpfulthis myth exynos good trust real life doesnt matter unless heavy gaming high
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Best mobile for in this price range, Battery backup is highlight. Better go with this mobile in budget category from best brand. Absolutely perfect mobile.",5,best mobile price range battery backup highlight better go mobile budget category best brand absolutely perfect mobile
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Camera is good battery is good  fingure unlock sensor is very good and fast it is very thick due to large battery this phone is not for slim phone lovers but phone is very good and price are also good , good job samsung",5,camera good battery good fingure unlock sensor good fast thick due large battery phone slim phone lover phone good price also good good job samsung
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)",Overall it is good value of money. Everything perfect except taking about 3 and half hour to take full battery charge which is painful. Samsung should work on it.,5,overall good value money everything perfect except taking 3 half hour take full battery charge painful samsung work
"SAMSUNG Galaxy F12 (Sea Green, 128 GB)  (4 GB RAM)","Personally i feel the design of this phone is very nice and impressive. Camera quality is good in this price point.Performance is also good in this range Battery life is good but it doesn't support fast charging so i didn't feel good about it. Display isn't  good  ,cheap display i am very Disappoint for it..... Overall you can buy this but if you want good display so don't buy it.",4,personally feel design phone nice impressive camera quality good price pointperformance also good range battery life good doesnt support fast charging didnt feel good display isnt good cheap display disappoint overall buy want good display dont buy
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",This phone is really a nice product.Smooth and easy movement and touch..camera quality is also soo nice. It has fast charging mode and keeps the charge for extended period of time..There is also fingerprint lock (the main switch) Totally the phone is too much for the money❤😌,5,phone really nice productsmooth easy movement touchcamera quality also soo nice fast charging mode keep charge extended period timethere also fingerprint lock main switch totally phone much money
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Best fine for this budget front camera should be improved little bit / best for one who choose brand value but for those who look for options moto g30 and poco m3 is good,5,best fine budget front camera improved little bit best one choose brand value look option moto g30 poco m3 good
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Nice and descent phone in affordable price  very amazing i like it,5,nice descent phone affordable price amazing like
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Galaxy m12 display not good TFT penal very bad cemara not good in price othar mobile mor fuchars and cemara quality very good  I don't like m series,1,galaxy m12 display good tft penal bad cemara good price othar mobile mor fuchars cemara quality good dont like series
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",thanks to flipkart and delivery boy I got delivered within 5 days very fast nice mobile display also big and cute according to the price I like it  .I am very haapy,4,thanks flipkart delivery boy got delivered within 5 day fast nice mobile display also big cute according price like haapy
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Worst phone.  Damn damn heavy and camera quality is worst.,1,worst phone damn damn heavy camera quality worst
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)","Overall phone is good in the price range.But obviously for the gaming purpose not a good one, can be used as a good device for working or for our parents who dont use high end apps.",4,overall phone good price rangebut obviously gaming purpose good one used good device working parent dont use high end apps
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)","Phine is okay 🆗 in this budget.. but if want to purchase moto g31 is better than m12.. 18 watt charger,, amoled display and gud camera quality ...",3,phine okay budget want purchase moto g31 better m12 18 watt charger amoled display gud camera quality
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Very nice Flipkart..,5,nice flipkart
"SAMSUNG Galaxy M12 (Black, 64 GB)  (4 GB RAM)",Good camera,5,good camera
"SAMSUNG Galaxy M12 (Blue, 128 GB)  (6 GB RAM)","Awesome phone at this price range. The battery life is superb, it takes impressive photos, a bit heavy but overall its worth the price.",5,awesome phone price range battery life superb take impressive photo bit heavy overall worth price
"SAMSUNG Galaxy M12 (Blue, 128 GB)  (6 GB RAM)",It is very awesome Mobile for free fire and it has game launcher and other features it is has hdr screen and battery life is 1 day it's real it very powerful because of the processor and it camera is very nice and it's look good 👍😀👌😄😊😎👍,5,awesome mobile free fire game launcher feature hdr screen battery life 1 day real powerful processor camera nice look good
"SAMSUNG Galaxy M12 (Blue, 128 GB)  (6 GB RAM)",I am writing this review after using this phone for 2 months. This is my 4th smart phone from Samsung. From my experience I would say this phone is one of the worst product ever from Samsung. Never go for this product. 2010's 2 magapixal nokia phone cameras were far far better than this phone camera. Also the phone is very slow. Very less features are being integrated with this phone. The battery hardly last upto 12-18 hours for normal internet surfing and calls. I urge samsung should stop su...,1,writing review using phone 2 month 4th smart phone samsung experience would say phone one worst product ever samsung never go product 2010s 2 magapixal nokia phone camera far far better phone camera also phone slow less feature integrated phone battery hardly last upto 1218 hour normal internet surfing call urge samsung stop su
